listing_id,id,date,reviewer_id,reviewer_name,comments,private_feedback,clean_comments
13847980,241085510,2018-03-07,168619194,Halima,The place is nice! Nice hospitality!,Thanks for being a nice host!,Your guest suggested that your space could be cleaner in the following areas: shower.
22264297,239192448,2018-02-28,39174794,Steve,"Chris's place is located in a very good location.  Easy walking distance to the 'El', coffee shops, restaurants, pubs, grocery/drug store,  and close to downtown.  Uber rides to Sears (Willis) Tower, Museums, Navy Pier etc only ran $6-11.  The neighborhood is very comfortable and quiet, but you can be in the thick of things within 2 blocks.  Chris communications were clear and timely and overall our stay was a good value.  I would stay with Chris again.","Chris, I don't want to give you the wrong impression from comments above.  We did enjoy staying at your place > it was mostly good, and you communicated clearly and on-time.  Wishing you continued success.",“Shower wasn't as clean as I would have liked.  ”
18549719,238321245,2018-02-25,137571671,Catharina,"Beautiful apartment, wonderful location if visiting University of Chicago, and everything is just as described by Chris. It was my first time using airbnb and I couldn't have been more pleased. I would definitely recommend, and would stay here again without hesitation.","Loved your cool apartment. Would definitely stay again. I'll make a few friendly suggestions here below easily found at Ikea: a sharp knife for cutting and a cutting board, a few hooks to hang wet bath towels to dry, a small desk (Ikea has a super narrow desk), a small chest of drawers in the bedroom next to the bed with a night light, and maybe a blanket (the one in the photo was no where to be found). That said, these are super friendly suggestions, not at all critisism. Your place is close to perfect. Just for your own info, one day the heat was not working even with valve fully open, walls are thin and some neighbors forget that others are trying to sleep, and the toilet doesn't flush easily (I suggest single layer paper for old plumbing, but that's me). None of this bothered me. Loved my stay. I will recommend it to other UChi parents visiting the school. And hope to rent from you again. Maybe soon. Five stars definitely.","“4,9 stars: cleaning service forgot to clean stovetop/ some dishes in cupboard were not clean, but no big deal ”"
19654894,231760827,2018-02-02,168602807,Konstantina,This place is the ideal option for people visiting UoC. The house was very cozy in a vintage building and Chris was very well prepared for hosting guests; there were lots of supplies and useful tips for exploring Chicago!,"Hi Chris,

Thanks again for hosting us in your house. Overall the house and the area was super nice and we appreciated how well organized you were.
I just want to tell you that the bathtub was clogged so the water wasn't draining.

Thanks again!
Konstantina :)",Your guest suggested that your space could be cleaner in the following areas: shower or tub.
18549584,229281229,2018-01-22,21894109,Tarek,Great location and apt.,Thanks for having me!,"Your guest suggested that your space could be cleaner in the following areas: floors and carpet, towels and linens."
18549719,228600996,2018-01-20,38916964,Jennifer,"Great location, easy check-in, and everything you need in a place. Bed was comfy and neighborhood was quiet. If you stay in the winter, due to it being an older building just be aware that the radiators create some noise at night. We were able to sleep through it, though. Would recommend in a heartbeat.",Thanks for a quick and efficient stay!,“just fyi - the dishes in the cabinet were not properly washed. many had visible stains.”
18549584,224592178,2018-01-03,42148182,Patricia,"This place is an absolute gem!  Beautiful place in a building with great amenities, and absolutely perfect location - close to everything!  Chris is incredibly responsive and helpful and has thought of everything.  Highly recommend!","Chris, so enjoyed my time at your place, and appreciate your quick and helpful communication!  Your place was perfect for what I needed!  I might recommend a 1-pager guide to the amazing building your place is in...the front desk staff was really helpful but there are so many great amenities in the building that people might not know about or know how to find if they don't think to or don't feel comfortable enough to ask.  Thanks again!",Your guest suggested that your space could be cleaner in the following areas: common areas. Additional comments: “A little dusty...no big deal.”.
15285200,218416067,2017-12-12,129862442,Annie,Christ is a great host. I love the modern and cozy feel of the suite. Perfect location with a beautiful view and it's a block from the subway.  I absolutely recommend any to stay here if they plan to visit Chicago!,,Your guest suggested that your space could be cleaner in the following areas: bathroom.
18549719,192928879,2017-09-11,137272057,Jahmel,"Pros - nice area, large place, some basic kitchen amenities, wifi, netflix and even a SNES.

Cons - The apartment is quite dark as it doesn't get much light. Lot's of plugs felt a little unsafe and the walls were very thin so could hear every footstep & conversation from the neighbors.",Hi Chris. Really appreciate the flat had netflix etc but the place was a little grimy. Lot's of cob webs/dust and the bathroom had a bit of a moldy smell.,"Your guest suggested that your space could be cleaner in the following areas: bathroom, shower, floors and carpet. Additional comments: “Unforutnaly the whole place was a little grimy (even saw a couple of bugs in the bathroom). Lot's of cobwebs and dust on the floor.”."
9717268,182839640,2017-08-15,82850760,Dan,"The unit is in a very convenient location with everything you need. It is a good size and comfortable, although the neighborhood can be a bit loud at times due to sirens and street noise. Chris was very good at communicating and answered questions regarding the unit right away on our first night. If you are looking for a very reasonably priced and convenient location in Chicago then this is it.",Overall an excellent experience and we enjoyed our stay. I purchased a fan for the unit because the wall unit is too loud to sleep with it on. Please complete the base unit and fan cowling as I didn't have a screwdriver.,Your guest suggested that your space could be cleaner in the following areas: dust. Additional comments: “Minor dust and debris adjacent to the kitchen table and under couch”.
16184845,175794090,2017-07-29,12191704,Jeff,"Chris' place is a great place from which to explore Chicago! I loved staying here because of the location. Close to everything and right off the red line. The bed is very comfortable, and everything is as described. Chris responded almost immediately to questions, and communication was a breeze. The bedroom is also actually surprisingly quiet for being right in the city. Ceckin and out were easy and efficient. I definitely recommend staying here, and I look forward to returning when I come back to Chicago.","Chris, I really enjoyed my stay at your place. It is in a great location, but for the condition of the place, you might want to think about lowering the price. The bed is very comfortable, and the linens were all clean and smelled fresh. I also appreciated the snacks upon arrival.nI felt like the cleanliness overall was acceptable, except for the notes above and below. The blinds missing in the kitchen was a bit uncomfortable as people in the building did use the fire escape stairs. There was more than once when I found myself standing face to face with someone while I was in the kitchen and they were going down the stairs. People could also see in the window to the couch/chair in the living room so privacy did become an issue. I also thought the dishwasher was gross on the inside. I don't know if it is not working or what, but I ended up just had washing all the dishes. Whoever does the cleaning may want to take a look at it. Those are details, and I would definitely stay at your place again and recommend it.","Your guest suggested that your space could be cleaner in the following areas: kitchen. Additional comments: “The dishwasher was dirty, and the blinds I the kitchen window were not installed. The windows in bothe the kitchen and the bedroom were dirty. ”."
16184845,173691007,2017-07-23,36478324,Sean,"Chris' place is located in a fantastic area! He was very good with communication before and after our stay. There were some minor cleanliness issues (rust on shower curtain rod, bathroom floor needs a good mopping, and vents need dusting). The appliances are dated but overall the stay was great. I would recommend his place for others. ",Thanks for the stay Chris. Great location! ,"Your guest suggested that your space could be cleaner in the following areas: floors and carpet, shower, dust, bathroom, kitchen."
13442152,165358816,2017-06-30,61679026,Jessica,"The location and value of this apartment was perfect for a visit to Chicago! As out of towners, we really got to experience Chicago up close! Our biggest issues with the stay is that Chris was selectively responsive with us. That is, he promised Netflix and when we arrived it wasn't logged in. We expressed this issue to Chris and he said that he would like to keep his credentials private. That's completely understandable! But when we asked him to fix the problem in other ways, he stopped responding. Similarly, we asked for recommendations of things to do nearby on multiple occasions, and each time, he stopped responding to messages. However, despite the trouble almost everyone else had with the keys, we found it to be a very smooth and easy check in. All-in-all it was a good experience. Being on the 4th floor is a plus in Chicago as it minimizes how much noise travels to your apartment!","Hey Chris! I just wanted to note that there was a spot on our comforter. Even if it was a stain, it's a little discomforting to see something like that in an unknown environment. Just for future reference! Also, we were pretty frustrated with the fact that the Netflix was logged out despite the fact that it was a promised amenity. It would be fine, but when we asked for you to fix it, you stopped responding. ",“Spot on comforter”
18549719,164288123,2017-06-26,15743790,Jason,"Chris was responsive.  Location was excellent (in the heart of West town/ wicker park).  Check in and Check out was super easy.  Plenty of toilet paper, paper towel, towels, bedding.  Bed was comfortable, wifi was very fast.  

Cons - Noise upstairs from dog and neighbors.  Some odor in the bathroom.","Thanks Chris.  Overall the location was fantastic as i used to live in wicker park so it was easy for me to get around.  Internet was good.  Check in and check out was superb.  Plenty of toilet tissue, paper towels.  Cons are there was a bad odor in the bathroom.  Shower was pretty basic too, where the shower head can be replaced.  The noise upstairs was pretty bad too, can basically hear everything they do upstairs, even the dog's footsteps! And of course it was whining a lot.  Other than those, i think the place is neat and the bed was comfortable. Thanks for being a good host.","Your guest suggested that your space could be cleaner in the following areas: odors, shower."
15567099,163126096,2017-06-23,116673248,Eunice,"Great location - you cannot get a better location for the price. Got the place for my parents (who are able-bodied seniors) for a week. They were able to walk to attractions such as Lincoln Park Zoo, Lincoln Park Conservatory, Navy Pier, and Museum Campus (Shedd Aquarium, Field Museum, Adler's Planetarium) via the Lakeshore Trail. You can also pick up the Red Line very close by. Lots of great restaurants (Velvet Taco is a fav) and grocery shops. Very lively neighborhood. Safe area. The apartment/studio is small and a little outdated... but it was not a problem for my parents at all. I just wanted to mention this just so you know what you are getting yourselves in to - a humble apartment in a GREAT location with a GREAT host with all the basic amenities that you need. I will not hesitate to recommend this place to others or book it again in the future. ","Chris, you are a great communicator and I appreciate your accurate and timely correspondences. Your place is in a great location - could not ask for a better location at your prices! Thanks so much for being a great host! ",Your guest suggested that your space could be cleaner in the following areas: dust.
14488586,159769196,2017-06-11,79087930,Suzy & Darius,"If we could rate this half a star, we would due to multiple issues we had with our stay at Chris’s residence, as well as the service with Chris as a host. The only positive is the neighborhood. 
 
The residence was not up to the cleanliness standards to be expected for the price. ($238 per night). The building is not properly advertised for the neighborhood that it’s in, however we understand that this may not necessarily have a direct affect on the residence itself. Although, in this case, it did. The elevator was not functional, causing us to hike luggage up five flights of stairs. We have multiple pictures of stains on the walls, dirt and grime in the refrigerator and freezer, as well as faulty hardware in the bathroom. We also noticed that the dishware was not properly cleaned and had yellow caked-on residue from previous usage.
 
Chris was extremely unprofessional, and needed to visit the residence multiple times during our stay which really made us feel uncomfortable, and this is something we have never experienced in previous AirBnB stays, let alone hotel stays for comparable price points. There was a showing of the space scheduled during our stay, which was completely unacceptable. Chris also needed to retrieve a garment for a (supposedly) previous guest while we were staying, which also made no sense to us. Why couldn’t these things be handled after our stay was finished? 
 
Furthermore, we had booked a stay at one of Chris’s other listings which we had to unfortunately cancel due to a change of schedule in our business trip. The fact he was unwilling to refund the booking fee for the reservation at the other property that we unfortunately had to cancel really didn’t settle well with us. Especially since we had booked a longer stay at his other listing.
 
All in all, we are completely unsatisfied with Chris as a host, and even though the Gold Coast property is available in a desireable area, we would much rather stay elsewhere than waste money on such a low quality listing. 
","Unfortunately, we won’t be able to provide you with a five star review due to multiple issues we had with our stay in your residence, as well as the service with you as a host. 
 
The residence was not up to the cleanliness standards to be expected for the price. The building is not properly advertised for the neighborhood that it’s in, however we understand that this may not necessarily have a direct affect on the residence itself. Although, in this case, it did. The elevator was not functional, causing us to hike luggage up five flights of stairs. We have multiple pictures of stains on the walls, dirt and grime in the refrigerator and freezer, as well as faulty hardware in the bathroom. We also noticed that the dishware was not properly cleaned and had yellow caked-on residue from previous usage.
 
We mentioned this to you during our stay, but the unprofessionalism of constantly needing to visit the residence during our stay really made us feel uncomfortable, and this is something we have never experienced in previous AirBnB stays, let alone hotel stays for comparable price points. The need for you to schedule a showing of the space during our stay is completely unacceptable. And the need to retrieve a garment for a (supposedly) previous guest while we were staying there makes no sense to us. Why couldn’t these things be handled after our stay was finished? 
 
Furthermore, the fact that you were unwilling to refund the booking fee for the reservation at your other property that we unfortunately had to cancel really didn’t settle well with us. Frankly, it pissed us off, and we would have much rather have canceled the second reservation if we knew we wouldn’t incur this ridiculous fee again. Especially since we had booked a longer stay at your other listing. You have every opportunity to refund this charge, AirBnB doesn’t hold you to this. We’ve already sent a refund request, yet we see that you are much more interested in taking advantage of funds from potential guests. 
 
All in all, we are completely unsatisfied with you as a host, and even though your Gold Coast property is available in a desireable area, we would much rather stay elsewhere than waste money on such a low quality listing. 
","Your guest suggested that your space could be cleaner in the following areas: towels and linens, dust, odors, bathroom, kitchen. Additional comments: “The residence was not up to the cleanliness standards to be expected for the price. The elevator was not functional, causing us to hike luggage up five flights of stairs. We have multiple pictures of stains on the walls, dirt and grime in the refrigerator”."
13847980,155112720,2017-05-27,63651994,Andrea,"The apartment is located in a great location, I was able to walk to everything downtown. There were also a lot of good restaurants within blocks of the apartment. The apartment itself was charming and had plenty of space for 2 people. The WiFi and Netflix worked great. The only negatives of the apartment were the lack of some amenities such as wash clothes, dish towels. One of the bathrooms was very dirty, but luckily there are two and the other was cleaner. ",,"Your guest suggested that your space could be cleaner in the following areas: bathroom, shower, towels and linens. Additional comments: “There were no washclothes in the bathrooms, also only one dish towel in the kitchen, made it difficult to do the sishes”."
13442152,153995454,2017-05-22,4584419,Erin,"The location is great, but that was the best part about this place. Everything else was just ok. Lighting in the apartment was poor. No bedside tables, towels thrown in a pile in the closet, a fire alarm that kept beeping, being expected to be out of the apartment during specific times so that the property could be shown were all downfalls of this place.  Major issues attempting to get keys out of the lockbox during check in. ","I don't think expecting us to be out of a place we are paying for so that the property can be shown is poor business.  We felt like we had to be out of the property on Saturday Bc of the showing, and your email regarding it made it feel that way too.",Your guest suggested that your space could be cleaner in the following areas: towels and linens. Additional comments: “Towels thrown on floor of closet. ”.
15021898,150256451,2017-05-07,43491280,Armando,"Chris is great getting back to you and coordinating keys pick up. The area is one of the best of Chicago. The apartment was not very clean (sticky stain on kitchen floor and general dust). The feel of the apartment is like a motel. That is, you can tell that no one lives there permanently as the furniture is bit odd (the layout of the apartment is odd as well). Bottom line, it comes down to pricing: if you are getting a significant discount over hotel rates, then it is worth staying here for what you get.  ",,"Your guest suggested that your space could be cleaner in the following areas: floors and carpet, bathroom."
9717268,146736842,2017-04-23,11427621,Diana,Chris is responsive and has a very welcoming airbnb,Thank you again for hosting us,“Spare linens had hair in it”
39485046,579369605,2019-12-20,165686854,Christine,Great place to stay.,,"Halfway through my stay, I came back to the apartment and someone had been in the apartment and installed lights under the kitchen cabinets. They left the lights on and all of the dust, glue used to secure the lights, and screws on the counter tops and floor."
15021898,133594949,2017-02-23,60108203,Artem,"Spacious apartment in central Chicago. Definitely worth it. Stocked with snacks, towels, cleaning supplies and even dishes. Close to transit and on a lively street. Apartment had a nice view and was close to restaurants. ",,"Your guest suggested that your space could be cleaner in the following areas: bathroom. Additional comments: “Light broke, but host had stocked lightbulbs. ”."
13847980,109451806,2016-10-21,19679932,Denise,"Easy check-in, love the location, very walkable & Whole Foods was super convenient, especially with the basic kitchen supplies.  No microwave, but I don't have one at home so it wasn't a challenge for me.   This is a super comfy bed & the pillows were A +++.  The susper plush rugs felt great underfoot & I loved the way the heaters warmed the bathroom floors on the two cold mornings. It's a treat to have two bathrooms, providing a box of Kleenex was also a nice touch. Lots of hangars & good ones for slacks and skirts!  The reading lights and clock in the bedroom made for a cozy evening, and providing some basic office supplies (like a stapler, pen & paper) made the desk useful. The desk also served as a great dressing staging space near the closet.  This apartment has a LARGE bedroom, but tiny living space. Be aware that you will carry your luggage up two fairly steep flights of stairs.  I'm used to it, but it could have been unexpected.
lots of mirrors
noon checkout
",,"Your guest suggested that your space could be cleaner in the following areas: dust, bugs, towels and linens. Additional comments: “Dust bunnies floating in corners of the apt, BIG cockroaches dead in the apt and in the hallways every day, several of the towels had stains on them.”."
9717268,96588694,2016-08-22,43268500,Sarah,"The Bad:
Not clean. We had to clean up other peoples hair in the bathroom before we could use it, we were grossed out. There was hair and pee stains on the sheets. The walls, cabinets, and doors throughout are grimy with dirt and little spills here and there. I don't know how we can be charged a cleaning fee if it wasn't even cleaned for us. The Wifi doesn't work and it looks like other guests report the same. The location is right above a bar that plays music until 4am, we didn't sleep much. We couldn't enjoy the views because there was construction going on which woke us up very early.  

The Good:
Great location. There is a parking garage right across the street which was very convenient for our rental car (which you don't need, at all. parking is expensive, too). Divvy bikes were very accessible, right next to michigan avenue and all the restaurants and shops. Check in and out was fairly easy.  The unit was larger than we expected. ",,"I sent you a list of these issues. Hair in the bathroom, hair on the bed sheets, pee stains on the bedsheets, dirty walls and doors. "
9717268,94139776,2016-08-14,645195,Maria,Chris was very responsive and try to accommodate to my request the best he could. The building is in a prime location in Chicago.  Note it is an old building and currently there is construction so the view from the windows are blocked with wood protection barriers.  There is a faulty smell in the common areas of the building.  The apartment is as described except for the bathroom. It could be cleaner and have better amenities.,,"The bathroom is not as clean as it should be. The bathtub in particular is in bad need of Comet and elbow work.  The shower curtain is stained with mold. There were only two towels, albeit clean, but not to the standards I would expect for an Airbnb.  The room's carpet is old and needs better care.  The kitchen and living room space are ok."
9717268,91424776,2016-08-04,70053367,Matthew,"My trip to Chicago with my girlfriend was amazing, no thanks to Chris's apartment. All the great reviews, made picking Chris's apartment an easy decision. However, my girlfriend and I experienced nothing but issues. We had difficulty checking in. There was confusion over which unit we were in and both units were dirty. We were never provided clean sheets or towels in the three nights we stayed at Chris's apartment. The sheets were covered in little hairs and smelled bad. The towels were damp and smelled worse than the sheets. The floors were dirty and half the light bulbs did not work. Chris stated he would provide a gift card to a local restaurant for the check in ordeal, but a gift card was never provided. After check out Chris stated he would issue a 50% refund for the awful hospitality, but the refund was never issued. Airbnb did take it upon themselves to issue a one night refund due to the check in issues we faced. Chris did not even call to express his apologies.  To future renters... bring your own towels and sheets.  ",,"Apartment was dirty. Cleaning team did not come until hours after our 3pm check in. Even after the cleaning team came, the sheets and towels were dirty. Bathroom and floors did not seem clean either."
10266847,80979974,2016-06-19,32580788,Peter,"Host was extremely accommodating all throughout our stay. We were allowed to check in early, and they even let us keep our bags in the apartment during the day of our departure. We had a late flight out of the city, so we still wanted to enjoy our stay and explore. The space was as described and in a great location. We were central to all Chicago has to offer. The apartment was not the cleanest one I have been in, but it was suitable for a space to stay.

Before our stay, the host provided us with some great suggestions for things to do during our stay. We never had any issues reaching the host before or during our time. I recommend Chris and Collin to anyone traveling to Chicago!",,"There was long black hair all over the floors and in the shower. Neither my wife or I have black hair, so I am assuming the space was not cleaned before we arrived. Floor in kitchen near sink was sticky."
9717268,62123258,2016-02-10,21923473,Mary,"Collin made me feel instantly welcomed in his apartment located in the Near North side: he provided me with a list of local restaurant recommendations (which I’ve kept and will explore), acclimated me to the apartment showing me where everything was including wifi password, how to use the TV, etc.. There was even a welcome 6-pack of beer in the fridge!

The apartment is lovely, painted all in white, has wonderful architectural detail not shown in the photos, and so is even lovelier than posted! It is located in a great area of Chicago close to shopping, restaurants, bars, and is just a block and a half away from the “Mag Mile” AKA Michigan Avenue. It is also within 10 minutes’ walking distance of Northwestern’s campus and is on a street frequented by taxis and Ubers. The Red Line of the El is just a few blocks (2-3?) west, while plenty of buses are found on Michigan Avenue.

Collin is very nice, extremely smart, intellectual, well-versed on F. Scott Fitzgerald and is a joy to chat with! You’ll love him! 
",,""
43480448,706575540,2020-11-04,144281171,Samantha,Great location!,"I really enjoyed the stay here, I would just like to suggest a more thorough cleaning (it wasn’t super dirty, but could use more attention to detail) and to add a wine bottle opener. We noticed the decanter, aerator and wine stoppers and assumed there would be a bottle opener, but after returning from the store with our bottle of wine we realized there was no way to open it.","Not a big deal, but was not swept - dust/dirt on floors and a lot under bed, and stove top not wiped off from last guest. Bar accessories were dusty and had to be washed before use."
27130424,618137059,2020-03-14,79480348,Vershawn,"Poor service, poor communication, dirty towels, horrible customer service.",I think our experience warrants a discount and refund of partial funds for our stay. It was terrible!,Dirty towels and refrigerator.
26423555,706418282,2020-11-03,1229952,LaTin,The skyline is beautiful and the space is very homey very quiet and safe & and the colorful light in the bathroom added an extra charm,Although they were minor issues I'd still like the place I'm sure things will be better knowing that you had new people and I understand hopefully I will be able to book this place again in December,The sheets were dirty with hair
31566580,703927121,2020-10-25,50851788,Cassi,"The photos no longer accurately portray the current condition of this unit. There is a large patched hole in the wall behind the front door, there is an open golf ball sized hole to the left of the bed, the art hanging above the bed has cracked glass/plastic, one of the Breuer chairs in the kitchen scraped a long, deep gash into the wall. The unit smelled so strongly of bleach we had to open both windows, turn on the kitchen and bathroom fans, and leave while it aired out. All 3 building entry doors did not work so we had to call twice to be let into our unit at the time of check-in. The stovetop burners had sauce on them, and the silverware had food on them. If this all doesn’t bother you, the location is great, right next to the Belmont stop of the blue line, and getting a Spothero lot will save you on a consistent parking space if you bring a car.","Update your listing photos as they are not transparent of the home’s current conditions, change your cleaning team so they don’t poison anyone with bleach, and replace the broken art above the bed and patch the holes in the walls","The dishes that were put away were full of water, and the others hardly looked washed. Food stuck to the forks. The stovetop had sauce all over the burners. The apartment smelled so strongly of bleach that we had to open the only two windows, turn on the kitchen fan, and the bathroom fan, and leave for a few hours while it aired out so we didn’t feel sick"
36693625,625136906,2020-05-17,240486325,Mackenzie,"Apartment is in a good area, some issues with cleanliness. but other than that it was a nice weekend away",just clean better especially during a pandemic. nobody wants to walk in to a place that is supposed to be covid free and see hand prints and stains from previous guest.,"had hand prints all on the walls, stains on every sheet they had and so of the curtains. Would’ve been a nice stay if it wasn’t so dirty"
38647250,645906629,2020-08-02,246560958,Vanessa,Nice property! Place was exactly what I expected. Had minor check in issues but was resolved quick! Will stay again if visit at Louis again.,,Shower curtain was dirty.
25983598,669386267,2020-09-29,66586532,Marjorie,"Great location with view of Lake Michigan. Nice walking/running path along the lake. Lots of light, nice modern unit in historic building. Great internet. Would definitely stay here again.","Great location, bright and sunny. We would return.",The overall unit was very clean. A few items could be improved to make the unit top notch; Comforter cover is soiled. Shower curtain has mold along the bottom edge. Some sections of Living room curtains are hanging off the railings.
43480452,668706993,2020-09-27,111967011,Chris,There were multiple problems with the place and the host was either unresponsive or slow to respond.,,Outdoor furniture
39485051,626692727,2020-05-29,149323067,Emily,Super cute.. just not as clean as I expected.,"Super cute place, I’d stay again just please clean better","There were stains on the bed sheets and carpet, and there was clearly stuff on the floors and couch pillows that hadn’t been cleaned."
27962742,665744580,2020-09-19,299648469,Aaron,"Very great location! Close to great food and shops and the room allows a great view of the lake. Room is fully stocked with pots, pans, utensils, and cups and allows you to have the perfect get away experience.","I really enjoyed my time staying here, and if I could one day I’d love to live in this exact building.","The place was for the most part clean but there was a lot of, what appeared to be dog hair that got all over my clothes. I’m not sure if it was because of the carpet or the throw blanket but it definitely was a little annoying."
43860187,640207128,2020-07-19,191018004,Sierra,The home was a nice stay! Great for traveling on the weekends.,Thank you for hosting us. We enjoyed our time.,"The spout for the shower was hanging out if the wall, and the sink was gritty. The sheets had small orange stains on them, and the carpet wasn’t cleaned."
42814221,627576287,2020-06-03,218453740,Stephen,There were a few issues that came up but they were able to have them resolved. Overall I am happy with my stay and was a good value.,,there was a lot of dust especially around the windows and blinds
40483447,614909576,2020-03-06,183029909,Ricardo,Great place. Great stay. Would stay anytime I'm in KC,Great stay. Parking at library was very convenient.  Didn't know about Game room until we checked out. Had fun. Only negatives I would mention are the top of the fridge and baseboard by the couch/lamp. Overlooked by cleaning staff.,"Top of fridge looked like hadn't been clean in months. A piece of ""something "" was on the baseboard by the couch/lamp. Other than that, impeccable."
45251259,669413008,2020-09-29,147599356,Blaque,So cute and cozy and a great location.  Very clean.  I will definitely visit the next time I come to town.,"The place is awesome! I would recommend to my friends.  I would provide salt and pepper packets.  I understand you have to be safe.  I would also have maintenance come before the last day of visit, or don't bother.   Major irritation both in Monday and Tuesday. Thank you again.",Sink kept backing up and did not get fixed until an hour before i was leaving.
42034998,613215318,2020-03-01,71870480,Kenyana,"Honestly, management was willing to work with me about certain concerns I had. There were some areas in the loft that appeared to be over looked  by the cleaning service. I made management aware of this issue, they addressed the matter the best they could. Overall we were able to come to an agreement and they compensated me with late checkout, this was greatly appreciated being that my friends and I stayed out late partying.","Thank you for being understanding of the late checkout. I really appreciate your service! 😊

Kenyana","It appeared that the cleaning service skipped over the bathrooms. Also, the refrigerator was leaking.  Although there were some cleaning issues, management compensated for this by allowing a very late checkout. Overall we worked with each other to find a happy medium."
41719806,613359193,2020-03-01,338180991,Christopher,"Floor looks not cleaned for long long time, liquid spill markings in number of places over the laminated floor areas, white chalk like powder by the basebords, totally dirty all over the appartment, carpet in bedrooms not vaccumed, old spilled liquid residues in the fridge, glass or coffee cup rings on the countertop, old toothpaste markings on the bathroom sink area, dirty kitchen sink area, dirty utensils.","Not sure if I want to stay in any units by Zencity, bc of the ignorance.","Floor looks not cleaned for long long time, liquid spill markings in number of places over the laminated floor areas, white chalk like powder by the basebords, totally dirty all over the appartment, carpet in bedrooms not vaccumed, old spilled liquid residues in the fridge, glass or coffee cup rings on the countertop, old toothpaste markings on the bathroom sink area, dirty kitchen sink area, dirty utensils."
22265007,647413507,2020-08-06,115179890,Timica,"The toilet seats are old and filthy need to be replaced. Also, the unit was way too cold for the duration of our stay. Messages asking for the code to adjust the thermostat were completely ignored by the host.",Never received a response to my message asking for the thermostat code. It was way too cold in the unit and you never had the decency to even respond to my message. Hopefully enough negative reviews put you in your place.,Toilet seat is filthy and needs to be replaced.
37081706,643410720,2020-07-27,116835630,Brooke,"Great apartment in a fun location. Host
Was very responsive.",Thank you! We enjoyed our stay.,There was a little garbage left on the floor when we entered. I’m sure it was just dropped from the cleaning service otherwise good.
41698910,613725066,2020-03-02,339436367,Ben,"It’s a cute little place. But just read all the reviews and take their instructions with a grain of salt. Don’t wait until the day of to try and figure stuff out, because they will not call you unless you beg them. The place is in a great location and is mostly clean.",Hopefully you take my review and make improvements. It’s a great little place and most of the issues I had were with the service I received.,"A lot of the pots and pans had oil and were dirty. And also, little things like the bathroom not having soap in the soap dispenser or a trash can made this an inconvenient stay. Also, another little but irritating thing. Why would you have a coffee machine, creamer, and sugar for your guest but no filters? I ran to the store to buy coffee and got back to realize there was no filters. This is just my opinion, but if you have literally everything else I need to make coffee, why would you not have filters?"
38646942,618669605,2020-03-15,339423587,Adam,"Great place in the city for an overall good value. Easy access, but make sure to consider parking arrangements in advance for your stay. Perfect place for being out all day and privacy when you get back for your stay. Roomy and cosy, soft beds.","Thanks! The place worked out just right for us. Only constructive criticism would be to maybe get a bigger, better constructed, softer couch and arm chair and possibly add some other cosy elements. Great place though :D","Overall clean, but looked like the bedroom carpeting needed vacuum. Couch had some light stains on it too (more noticeable because of lighter color). Cabinets and furniture starting to show signs of wear."
38646888,628282353,2020-06-07,347188851,Jeremy,"Air Conditioner did not cool at all, inside temp was in high 70’s and very uncomfortable . 

Cleanliness details needed a lot of work. 

Elevator was out partially so had to take stairs numerous times 6 floors. 

Heavy smell of smoke from other units. 

Seating accommodations uncomfortable if staying with more than 2 people. 

Internet spotty. 

Management company was responsive and had AC fixed at very end. 

Asked for partial discount for AC discomfort, request was not approved. 

Good location, needs improvements with updating investment and deep cleaning.",,Attention to detail.
22803677,571923733,2019-12-01,247786560,Barbara,"Thx Brian!!!
Great place to have the whole family or group gathered together.
Very responsive host.
Be sure to check out the friendly local bar across the street featuring great local talent....whole family welcome!",,We purchased cleaning supplies and cleaned due to guests who had considerable mold allergies.
38646942,627998246,2020-06-06,228119450,Margaret,Great location and balcony is nice,,"The walls need a cleaning, there was gunk in the bathroom and the carpet needs a cleaning around the floor boards. The balcony was extremely sticky. As well as in the kitchen there was food in the freezer and the trash can had gunk around the lid. Lastly, there were stains on the comforters. Not to say the stay was awful due to this. I just wanted to bring it to your attention  because although it didn’t totally bother me, it could someone else. And I assume it is someone else taking care of cleaning the stay other than the hosts."
39868719,647381113,2020-08-06,360093670,Cienna,The interior design of this place was so cute! There was a safety concern with a window that couldn’t lock at all which lead to me feeling unsafe. Other than that it was a good as expected :),,Some towels didn’t smell clean ( smelt like cigarettes)
41916806,618646190,2020-03-15,257353777,Dianna,Great stay!,Thanks for having us! Great stay!,Smell (sewage)
23698100,360471410,2018-12-20,228864510,Nichelle,Very comfortable and clean. Nice neighborhood.,The place was better than expected.,It’s was an very strong sewage smell that came about every so often.
39832811,572007068,2019-12-01,184844813,Elena,Well kept great space. Very accommodating and spacious. The amenities are top notch.,"Slawik, I suggest adding curtains before your next guess. Bare windows work well in suburban areas but not on a busy street like Truman road. I felt a lack of privacy and warmth. However the place is great and your response to my need is very much appreciated.","Beautiful tub in the masters suite, however the window over the tub could use cleaning , paint and an upgrade."
